sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10
-50.0,-24.0,-132.0,74.0,,185.0,565.0,2228.0,,
-71.0,-35.0,-261.0,94.0,,68.0,644.0,-277.0,,
-101.0,-20.0,-253.0,130.0,,262.0,657.0,-1906.0,,
-89.0,-19.0,-282.0,186.0,,239.0,500.0,-2464.0,,
-51.0,-35.0,-219.0,183.0,,175.0,354.0,-2738.0,,
-9.0,-38.0,-103.0,165.0,,81.0,172.0,-2317.0,,
32.0,-4.0,-76.0,171.0,,211.0,-160.0,-1611.0,,
61.0,56.0,-60.0,136.0,,390.0,-416.0,-1042.0,,
87.0,123.0,-92.0,106.0,,340.0,-573.0,-1034.0,,
126.0,173.0,-167.0,76.0,,236.0,-741.0,-251.0,,
141.0,231.0,-239.0,52.0,,204.0,-846.0,639.0,,
163.0,316.0,-281.0,56.0,,237.0,-880.0,582.0,,
202.0,374.0,-221.0,30.0,,126.0,-845.0,1559.0,,
224.0,384.0,-77.0,27.0,,35.0,-682.0,2559.0,,
224.0,275.0,21.0,53.0,,-20.0,-578.0,2821.0,,
208.0,128.0,70.0,115.0,,48.0,-420.0,1426.0,,
210.0,30.0,31.0,133.0,,239.0,-165.0,-1263.0,,
218.0,-98.0,-2.0,117.0,,253.0,-7.0,-2876.0,,
209.0,-201.0,-40.0,110.0,,105.0,45.0,-3259.0,,
193.0,-248.0,-117.0,85.0,,122.0,-10.0,-2281.0,,
174.0,-232.0,-105.0,44.0,,179.0,146.0,-626.0,,
174.0,-149.0,-78.0,-133.0,,24.0,476.0,881.0,,
172.0,-58.0,-40.0,-184.0,,-10.0,718.0,759.0,,
167.0,11.0,4.0,-108.0,,73.0,724.0,-55.0,,
174.0,73.0,0.0,-39.0,,117.0,456.0,-683.0,,
157.0,122.0,-4.0,-20.0,,141.0,209.0,-2233.0,,
161.0,63.0,-15.0,-140.0,,104.0,-10.0,-2394.0,,
158.0,-28.0,35.0,-137.0,,21.0,-178.0,-1884.0,,
137.0,-24.0,69.0,-110.0,,-123.0,-307.0,-809.0,,
109.0,37.0,141.0,-101.0,,-129.0,-459.0,1507.0,,
97.0,141.0,195.0,-82.0,,19.0,-520.0,2089.0,,
123.0,197.0,164.0,-13.0,,108.0,-529.0,1182.0,,
113.0,186.0,154.0,99.0,,41.0,-439.0,301.0,,
100.0,163.0,18.0,110.0,,-138.0,-300.0,606.0,,
118.0,98.0,-50.0,212.0,,-286.0,-218.0,1273.0,,
139.0,-3.0,-157.0,289.0,,-404.0,-154.0,1326.0,,
130.0,-88.0,-199.0,341.0,,-328.0,-124.0,1093.0,,
133.0,-122.0,-189.0,370.0,,-247.0,-87.0,478.0,,
143.0,-137.0,-250.0,307.0,,-259.0,-66.0,86.0,,
149.0,-128.0,-208.0,228.0,,-155.0,-73.0,-1607.0,,
162.0,-103.0,-285.0,61.0,,-75.0,29.0,-3263.0,,
156.0,-124.0,-196.0,-117.0,,-14.0,141.0,-2570.0,,
148.0,-172.0,-196.0,-332.0,,-50.0,112.0,-552.0,,
144.0,-186.0,-218.0,-522.0,,-49.0,-5.0,862.0,,
146.0,-209.0,-128.0,-712.0,,-81.0,-131.0,356.0,,
117.0,-230.0,-110.0,-856.0,,-213.0,-177.0,-375.0,,
103.0,-183.0,102.0,-860.0,,-269.0,-280.0,-970.0,,
97.0,-153.0,133.0,-823.0,,-322.0,-507.0,-881.0,,
94.0,-117.0,175.0,-743.0,,-347.0,-651.0,-279.0,,
93.0,-5.0,188.0,-622.0,,-438.0,-710.0,-24.0,,
63.0,71.0,96.0,-468.0,,-379.0,-721.0,733.0,,
62.0,78.0,25.0,-302.0,,-287.0,-667.0,615.0,,
65.0,24.0,-120.0,-134.0,,-339.0,-603.0,258.0,,
104.0,-129.0,-168.0,-55.0,,-315.0,-501.0,-208.0,,
108.0,-291.0,-182.0,64.0,,-260.0,-372.0,-402.0,,
110.0,-413.0,-126.0,190.0,,-246.0,-261.0,1176.0,,
149.0,-497.0,-177.0,235.0,,-283.0,-107.0,2224.0,,
148.0,-528.0,-162.0,263.0,,-275.0,87.0,1572.0,,
172.0,-518.0,-135.0,214.0,,-430.0,303.0,-794.0,,
175.0,-420.0,-98.0,164.0,,-544.0,459.0,-2972.0,,
182.0,-242.0,37.0,69.0,,-415.0,458.0,-3488.0,,
189.0,-22.0,115.0,-66.0,,-347.0,292.0,-2013.0,,
182.0,175.0,291.0,-139.0,,-417.0,-46.0,1031.0,,
212.0,307.0,259.0,-190.0,,-371.0,-291.0,2141.0,,
210.0,422.0,285.0,-276.0,,-167.0,-385.0,1923.0,,
215.0,454.0,299.0,-314.0,,-176.0,-492.0,949.0,,
234.0,353.0,228.0,-311.0,,-196.0,-605.0,-223.0,,
236.0,285.0,203.0,-393.0,,-214.0,-688.0,206.0,,
238.0,244.0,51.0,-461.0,,-248.0,-501.0,406.0,,
227.0,105.0,2.0,-427.0,,-410.0,-213.0,864.0,,
237.0,-33.0,-64.0,-391.0,,-494.0,-138.0,1315.0,,
237.0,-133.0,-104.0,-369.0,,-283.0,-229.0,256.0,,
238.0,-226.0,-108.0,-234.0,,-322.0,-327.0,-1879.0,,
211.0,-259.0,-40.0,-75.0,,-442.0,-290.0,-3447.0,,
176.0,-233.0,-48.0,33.0,,-486.0,-338.0,-3434.0,,
199.0,-164.0,-147.0,191.0,,-490.0,-332.0,-2540.0,,
209.0,-5.0,-231.0,327.0,,-418.0,-275.0,-463.0,,
215.0,159.0,-332.0,422.0,,-222.0,-363.0,785.0,,
192.0,223.0,-257.0,449.0,,-304.0,-479.0,1110.0,,
206.0,250.0,-192.0,389.0,,-475.0,-619.0,1507.0,,
225.0,246.0,6.0,291.0,,-331.0,-506.0,1803.0,,
191.0,216.0,116.0,134.0,,-319.0,-307.0,3235.0,,
176.0,194.0,138.0,-27.0,,-446.0,-279.0,3183.0,,
181.0,157.0,235.0,-214.0,,-655.0,-364.0,306.0,,
210.0,141.0,178.0,-382.0,,-619.0,-595.0,-3567.0,,
198.0,180.0,173.0,-485.0,,-415.0,-811.0,-5251.0,,
188.0,179.0,79.0,-575.0,,-423.0,-920.0,-2943.0,,
170.0,140.0,-17.0,-639.0,,-696.0,-872.0,670.0,,
163.0,141.0,-112.0,-653.0,,-731.0,-802.0,3037.0,,
151.0,71.0,-113.0,-606.0,,-483.0,-660.0,2570.0,,
111.0,-18.0,33.0,-552.0,,-388.0,-387.0,1060.0,,
99.0,-31.0,92.0,-487.0,,-279.0,-275.0,-286.0,,
96.0,-25.0,157.0,-433.0,,-382.0,-282.0,-733.0,,
90.0,53.0,199.0,-377.0,,-281.0,-169.0,620.0,,
51.0,126.0,294.0,-304.0,,-108.0,-31.0,718.0,,
39.0,137.0,354.0,-259.0,,-200.0,95.0,-3.0,,
4.0,129.0,397.0,-196.0,,-366.0,330.0,-837.0,,
-13.0,118.0,353.0,-145.0,,-540.0,437.0,-1103.0,,
-6.0,88.0,309.0,-104.0,,-467.0,404.0,11.0,,
-12.0,41.0,258.0,-48.0,,-550.0,383.0,315.0,,
-18.0,43.0,13.0,-15.0,,-535.0,278.0,212.0,,
-41.0,41.0,-110.0,13.0,,-523.0,51.0,-214.0,,
-22.0,35.0,-187.0,47.0,,-586.0,-251.0,166.0,,
-47.0,-44.0,-189.0,53.0,,-505.0,-424.0,1683.0,,
-62.0,-206.0,-199.0,51.0,,-500.0,-553.0,2684.0,,
-57.0,-405.0,-196.0,38.0,,-501.0,-819.0,2154.0,,
-66.0,-618.0,-143.0,5.0,,-720.0,-976.0,-404.0,,
-83.0,-739.0,-149.0,0.0,,-718.0,-867.0,-2296.0,,
-106.0,-733.0,-67.0,-30.0,,-602.0,-639.0,-3595.0,,
-104.0,-589.0,-63.0,-59.0,,-525.0,-435.0,-4724.0,,
-125.0,-456.0,-9.0,-49.0,,-399.0,-314.0,-4541.0,,
-128.0,-348.0,64.0,-56.0,,-368.0,-239.0,-3170.0,,
-116.0,-264.0,75.0,-68.0,,-313.0,-148.0,-277.0,,
-81.0,-174.0,90.0,-85.0,,-356.0,-261.0,2276.0,,
-56.0,-56.0,89.0,-114.0,,-281.0,-514.0,2941.0,,
-38.0,-60.0,181.0,-148.0,,-329.0,-619.0,1003.0,,
-30.0,-81.0,224.0,-180.0,,-444.0,-652.0,-1121.0,,
-12.0,-12.0,151.0,-188.0,,-496.0,-646.0,-1182.0,,
23.0,75.0,73.0,-235.0,,-383.0,-558.0,-417.0,,
9.0,136.0,-36.0,-275.0,,-214.0,-384.0,1635.0,,
14.0,159.0,-74.0,-272.0,,-319.0,-354.0,1795.0,,
22.0,73.0,-121.0,-252.0,,-304.0,-487.0,-236.0,,
24.0,-8.0,-128.0,-204.0,,-312.0,-502.0,-1518.0,,
4.0,-56.0,-101.0,-188.0,,-264.0,-464.0,-2222.0,,
5.0,-135.0,-225.0,-140.0,,-195.0,-364.0,-970.0,,
26.0,-88.0,-266.0,-103.0,,-113.0,-299.0,831.0,,
45.0,55.0,-366.0,-124.0,,-43.0,-383.0,1188.0,,
78.0,152.0,-302.0,-135.0,,-112.0,-435.0,-293.0,,
93.0,230.0,-155.0,-179.0,,-31.0,-390.0,-1337.0,,
126.0,392.0,-112.0,-236.0,,-54.0,-169.0,-341.0,,
138.0,514.0,23.0,-292.0,,-111.0,-12.0,99.0,,
169.0,583.0,58.0,-332.0,,-329.0,-79.0,670.0,,
162.0,580.0,148.0,-389.0,,-521.0,-93.0,1018.0,,
188.0,419.0,137.0,-445.0,,-524.0,-4.0,596.0,,
229.0,306.0,60.0,-436.0,,-607.0,87.0,83.0,,
226.0,212.0,31.0,-434.0,,-548.0,114.0,-872.0,,
249.0,146.0,36.0,-397.0,,-551.0,54.0,-1090.0,,
248.0,180.0,26.0,-319.0,,-513.0,-80.0,-1448.0,,
290.0,215.0,-10.0,-242.0,,-365.0,-216.0,-1781.0,,
272.0,193.0,6.0,-166.0,,-93.0,-280.0,-1808.0,,
256.0,86.0,15.0,-61.0,,88.0,-230.0,-1444.0,,
240.0,-29.0,76.0,49.0,,96.0,-95.0,373.0,,
206.0,-177.0,112.0,119.0,,106.0,-100.0,1956.0,,
204.0,-253.0,209.0,217.0,,-12.0,-315.0,2322.0,,
170.0,-246.0,202.0,219.0,,22.0,-488.0,1019.0,,
168.0,-205.0,142.0,185.0,,145.0,-444.0,-801.0,,
153.0,-67.0,26.0,169.0,,265.0,-411.0,-2311.0,,
161.0,-55.0,-114.0,134.0,,155.0,-551.0,-2681.0,,
170.0,-188.0,-194.0,166.0,,87.0,-705.0,-866.0,,
190.0,-317.0,-292.0,141.0,,169.0,-773.0,358.0,,
195.0,-461.0,-216.0,96.0,,136.0,-768.0,225.0,,
185.0,-574.0,-207.0,49.0,,258.0,-707.0,-1444.0,,
177.0,-590.0,-129.0,-41.0,,397.0,-520.0,-3161.0,,
143.0,-515.0,-113.0,-162.0,,546.0,-210.0,-3203.0,,
168.0,-371.0,-135.0,-295.0,,490.0,13.0,-2688.0,,
171.0,-215.0,-92.0,-397.0,,558.0,54.0,-519.0,,
164.0,-110.0,-141.0,-507.0,,626.0,112.0,2183.0,,
148.0,-56.0,-79.0,-544.0,,457.0,245.0,3490.0,,
148.0,-21.0,-153.0,-547.0,,483.0,358.0,2305.0,,
146.0,10.0,-117.0,-519.0,,367.0,423.0,-509.0,,
125.0,-7.0,-58.0,-446.0,,292.0,400.0,-2111.0,,
117.0,-71.0,-44.0,-372.0,,252.0,300.0,-2187.0,,
100.0,-136.0,47.0,-237.0,,199.0,263.0,-375.0,,
103.0,-157.0,-26.0,-114.0,,172.0,265.0,862.0,,
69.0,-128.0,-22.0,-22.0,,242.0,205.0,360.0,,
60.0,-93.0,-94.0,66.0,,431.0,303.0,-94.0,,
45.0,-86.0,-200.0,143.0,,331.0,450.0,-665.0,,
26.0,-104.0,-296.0,181.0,,273.0,404.0,-484.0,,
14.0,-162.0,-418.0,259.0,,342.0,277.0,589.0,,
-5.0,-235.0,-432.0,305.0,,351.0,153.0,2392.0,,
-7.0,-316.0,-505.0,254.0,,181.0,-55.0,2886.0,,
-49.0,-322.0,-570.0,207.0,,99.0,-375.0,722.0,,
-50.0,-122.0,-535.0,99.0,,203.0,-545.0,-1995.0,,
-83.0,79.0,-390.0,-1.0,,268.0,-557.0,-3894.0,,
-114.0,216.0,-193.0,-131.0,,315.0,-305.0,-3721.0,,
-136.0,319.0,-41.0,-249.0,,199.0,-15.0,-3141.0,,
-155.0,322.0,36.0,-301.0,,214.0,70.0,-2257.0,,
-157.0,348.0,58.0,-359.0,,128.0,246.0,-27.0,,
-165.0,413.0,58.0,-403.0,,123.0,319.0,1579.0,,
-138.0,471.0,39.0,-465.0,,312.0,291.0,2697.0,,
-125.0,499.0,25.0,-510.0,,363.0,303.0,3074.0,,
-68.0,584.0,74.0,-553.0,,553.0,300.0,2017.0,,
-62.0,738.0,88.0,-529.0,,544.0,263.0,-84.0,,
-29.0,787.0,53.0,-453.0,,427.0,203.0,-1474.0,,
6.0,736.0,1.0,-398.0,,271.0,46.0,-1801.0,,
48.0,597.0,-111.0,-273.0,,265.0,-116.0,-2300.0,,
111.0,373.0,-173.0,-182.0,,204.0,-93.0,-1672.0,,
120.0,183.0,-237.0,-136.0,,21.0,-69.0,-1319.0,,
188.0,12.0,-209.0,-50.0,,135.0,-12.0,-1991.0,,
209.0,-163.0,-174.0,48.0,,56.0,14.0,-2270.0,,
272.0,-255.0,-158.0,151.0,,82.0,29.0,-1901.0,,
315.0,-289.0,-98.0,-13.0,,64.0,119.0,205.0,,
352.0,-319.0,-135.0,-232.0,,64.0,132.0,2636.0,,
372.0,-349.0,-142.0,-98.0,,133.0,194.0,3833.0,,
339.0,-332.0,-179.0,-6.0,,132.0,392.0,3684.0,,
329.0,-251.0,-183.0,-114.0,,172.0,646.0,2771.0,,
301.0,-205.0,-173.0,-256.0,,-82.0,762.0,1332.0,,
304.0,-167.0,-133.0,-334.0,,-45.0,618.0,-851.0,,
259.0,-169.0,-131.0,-439.0,,60.0,503.0,-2097.0,,
257.0,-144.0,-192.0,-446.0,,159.0,557.0,-2560.0,,
216.0,-86.0,-232.0,-329.0,,187.0,619.0,-2891.0,,
152.0,-134.0,-349.0,-469.0,,118.0,686.0,-3621.0,,
116.0,-138.0,-415.0,-457.0,,161.0,744.0,-2895.0,,
97.0,-118.0,-501.0,-372.0,,113.0,719.0,234.0,,
78.0,-96.0,-528.0,-400.0,,177.0,598.0,1740.0,,
21.0,-19.0,-468.0,-308.0,,99.0,535.0,1988.0,,
31.0,102.0,-366.0,-215.0,,106.0,596.0,1688.0,,
20.0,282.0,-235.0,-58.0,,16.0,618.0,903.0,,
19.0,381.0,-115.0,-5.0,,-20.0,606.0,299.0,,
2.0,424.0,-94.0,89.0,,-75.0,508.0,-465.0,,
5.0,419.0,-91.0,135.0,,-210.0,352.0,-855.0,,
-7.0,343.0,-10.0,87.0,,-35.0,193.0,-1241.0,,
-24.0,226.0,-61.0,173.0,,-32.0,68.0,-692.0,,
-29.0,119.0,-97.0,198.0,,57.0,111.0,-171.0,,
-46.0,104.0,-235.0,145.0,,11.0,203.0,502.0,,
-59.0,87.0,-298.0,77.0,,-68.0,189.0,1515.0,,
-87.0,94.0,-291.0,108.0,,-181.0,311.0,1444.0,,
-73.0,95.0,-242.0,110.0,,-327.0,612.0,1598.0,,
-101.0,50.0,-71.0,100.0,,-236.0,690.0,-125.0,,
-89.0,37.0,-27.0,83.0,,-244.0,506.0,-3148.0,,
-114.0,-18.0,24.0,32.0,,-165.0,315.0,-3907.0,,
-120.0,-154.0,-42.0,58.0,,-232.0,237.0,-2710.0,,
-97.0,-234.0,-44.0,97.0,,-256.0,89.0,-1066.0,,
-79.0,-158.0,-36.0,129.0,,-221.0,-7.0,-90.0,,
-40.0,-84.0,25.0,140.0,,-248.0,-54.0,947.0,,
-35.0,-125.0,149.0,159.0,,-109.0,-108.0,1759.0,,
28.0,-201.0,130.0,111.0,,-25.0,148.0,2374.0,,
50.0,-165.0,83.0,53.0,,-160.0,376.0,2424.0,,
84.0,-64.0,-68.0,-12.0,,-386.0,647.0,1703.0,,
88.0,-54.0,-132.0,-59.0,,-313.0,1118.0,2012.0,,
109.0,1.0,-203.0,-60.0,,-292.0,1397.0,1823.0,,
122.0,123.0,-209.0,-96.0,,-374.0,1252.0,735.0,,
105.0,222.0,-187.0,-93.0,,-467.0,833.0,-984.0,,
112.0,223.0,-177.0,-89.0,,-408.0,743.0,-2860.0,,
88.0,148.0,-139.0,-18.0,,-41.0,808.0,-2960.0,,
106.0,141.0,-131.0,40.0,,-26.0,741.0,-2256.0,,
74.0,180.0,-74.0,34.0,,-194.0,739.0,-1019.0,,
74.0,167.0,-124.0,79.0,,-281.0,799.0,-188.0,,
56.0,68.0,-173.0,110.0,,-208.0,897.0,-214.0,,
41.0,54.0,-217.0,128.0,,-141.0,900.0,-70.0,,
44.0,149.0,-219.0,148.0,,-123.0,732.0,637.0,,
31.0,192.0,-206.0,150.0,,-86.0,504.0,1710.0,,
43.0,178.0,-196.0,141.0,,-205.0,292.0,670.0,,
26.0,122.0,-278.0,112.0,,-218.0,182.0,-1661.0,,
45.0,112.0,-338.0,81.0,,-320.0,144.0,-3475.0,,
28.0,89.0,-274.0,83.0,,-272.0,-33.0,-3118.0,,
29.0,-24.0,-277.0,89.0,,-108.0,-285.0,371.0,,
12.0,-180.0,-145.0,80.0,,-95.0,-378.0,3815.0,,
-11.0,-272.0,-129.0,65.0,,-337.0,-314.0,5552.0,,
-24.0,-264.0,-118.0,11.0,,-683.0,20.0,4234.0,,
-39.0,-337.0,-98.0,-30.0,,-627.0,595.0,938.0,,
-17.0,-423.0,-181.0,-22.0,,-527.0,880.0,-1415.0,,
-23.0,-413.0,-171.0,-12.0,,-450.0,838.0,-2235.0,,
-10.0,-348.0,-198.0,13.0,,-480.0,883.0,-702.0,,
-19.0,-272.0,-189.0,25.0,,-409.0,1005.0,2172.0,,
-9.0,-256.0,-252.0,9.0,,-355.0,1095.0,4144.0,,
-16.0,-286.0,-302.0,17.0,,-442.0,1122.0,3348.0,,
-22.0,-312.0,-383.0,53.0,,-313.0,913.0,800.0,,
0.0,-330.0,-432.0,134.0,,-392.0,573.0,-1010.0,,
8.0,-362.0,-448.0,246.0,,-392.0,460.0,-2531.0,,
56.0,-320.0,-498.0,376.0,,-221.0,498.0,-3137.0,,
61.0,-213.0,-442.0,467.0,,-65.0,555.0,-1993.0,,
90.0,-136.0,-489.0,476.0,,-173.0,511.0,-467.0,,
98.0,-86.0,-388.0,447.0,,-315.0,330.0,524.0,,
80.0,-43.0,-320.0,363.0,,-154.0,179.0,1367.0,,
79.0,-19.0,-279.0,190.0,,-200.0,103.0,1478.0,,
78.0,-8.0,-217.0,14.0,,-102.0,105.0,-367.0,,
95.0,53.0,-257.0,-55.0,,-58.0,241.0,-1988.0,,
59.0,110.0,-253.0,-94.0,,-154.0,530.0,-1969.0,,
48.0,124.0,-345.0,-141.0,,-104.0,721.0,-1160.0,,
11.0,127.0,-302.0,-121.0,,83.0,729.0,-484.0,,
-53.0,133.0,-293.0,-38.0,,339.0,638.0,-513.0,,
-82.0,163.0,-218.0,24.0,,164.0,676.0,-303.0,,
-128.0,168.0,-176.0,66.0,,-12.0,930.0,-539.0,,
-141.0,108.0,-259.0,146.0,,-118.0,958.0,-888.0,,
-155.0,2.0,-314.0,206.0,,-172.0,736.0,-347.0,,
-136.0,-87.0,-402.0,261.0,,-181.0,719.0,726.0,,
-147.0,-128.0,-326.0,352.0,,-231.0,811.0,2025.0,,
-187.0,-124.0,-320.0,396.0,,-126.0,627.0,2697.0,,
-191.0,-86.0,-257.0,359.0,,-59.0,359.0,3240.0,,
-211.0,-39.0,-253.0,356.0,,236.0,299.0,3098.0,,
-227.0,46.0,-188.0,335.0,,418.0,391.0,2645.0,,
-285.0,143.0,-125.0,261.0,,353.0,353.0,2819.0,,
-298.0,153.0,-94.0,170.0,,304.0,160.0,2729.0,,
-319.0,150.0,-15.0,62.0,,266.0,51.0,2431.0,,
-342.0,194.0,-111.0,-18.0,,181.0,110.0,485.0,,
-326.0,158.0,4.0,-97.0,,-33.0,263.0,-2732.0,,
-350.0,87.0,37.0,-138.0,,16.0,365.0,-4946.0,,
-318.0,41.0,178.0,-166.0,,79.0,431.0,-4937.0,,
-296.0,-43.0,269.0,-185.0,,73.0,448.0,-2527.0,,
-270.0,-72.0,255.0,-152.0,,74.0,412.0,-522.0,,
-260.0,-50.0,275.0,-89.0,,67.0,234.0,275.0,,
-259.0,-89.0,178.0,-34.0,,60.0,36.0,474.0,,
-255.0,-122.0,137.0,45.0,,-5.0,81.0,66.0,,
-264.0,-82.0,-72.0,124.0,,-49.0,187.0,-169.0,,
-260.0,-16.0,-63.0,176.0,,-182.0,188.0,301.0,,
-265.0,25.0,-120.0,235.0,,-107.0,167.0,1999.0,,
-234.0,76.0,-125.0,224.0,,-16.0,267.0,2917.0,,
-207.0,129.0,-169.0,196.0,,89.0,416.0,2797.0,,
-169.0,109.0,-312.0,154.0,,177.0,458.0,2821.0,,
-160.0,27.0,-217.0,94.0,,153.0,397.0,1722.0,,
-158.0,-61.0,-282.0,65.0,,209.0,352.0,51.0,,
-167.0,-97.0,-161.0,79.0,,25.0,397.0,-934.0,,
-175.0,-119.0,-232.0,90.0,,62.0,522.0,-973.0,,
-130.0,-151.0,-343.0,71.0,,214.0,682.0,-888.0,,
-99.0,-164.0,-359.0,58.0,,118.0,827.0,-692.0,,
-51.0,-183.0,-504.0,90.0,,-23.0,869.0,-133.0,,
-20.0,-121.0,-436.0,160.0,,5.0,746.0,-295.0,,
18.0,-46.0,-424.0,179.0,,122.0,600.0,-805.0,,
19.0,-86.0,-335.0,215.0,,-94.0,512.0,-1261.0,,
0.0,-126.0,-212.0,258.0,,-222.0,386.0,-1485.0,,
4.0,-130.0,-182.0,253.0,,-198.0,149.0,-1319.0,,
-8.0,-153.0,-155.0,224.0,,-117.0,-52.0,-214.0,,
-4.0,-135.0,-195.0,226.0,,-70.0,-52.0,2209.0,,
-7.0,-36.0,-160.0,224.0,,-33.0,59.0,4148.0,,
9.0,20.0,-61.0,161.0,,62.0,76.0,4295.0,,
-7.0,67.0,0.0,103.0,,26.0,-20.0,2006.0,,
-36.0,146.0,82.0,31.0,,22.0,26.0,-783.0,,
-38.0,122.0,59.0,10.0,,-99.0,239.0,-1677.0,,
-52.0,88.0,-5.0,-13.0,,-231.0,300.0,-1768.0,,
-56.0,87.0,-27.0,-72.0,,-296.0,202.0,-1204.0,,
-84.0,27.0,-61.0,-107.0,,-284.0,136.0,11.0,,
-99.0,-32.0,-100.0,-162.0,,-317.0,76.0,1095.0,,
-130.0,-82.0,-197.0,-193.0,,-347.0,108.0,1010.0,,
-145.0,-127.0,-274.0,-236.0,,-99.0,163.0,312.0,,
-144.0,-132.0,-398.0,-258.0,,34.0,115.0,674.0,,
-164.0,-163.0,-455.0,-254.0,,-85.0,-45.0,1441.0,,
-141.0,-189.0,-414.0,-247.0,,-243.0,-233.0,2560.0,,
-129.0,-167.0,-392.0,-224.0,,-133.0,-410.0,3024.0,,
-90.0,-123.0,-361.0,-176.0,,74.0,-665.0,2259.0,,
-71.0,-63.0,-402.0,-128.0,,217.0,-709.0,960.0,,
-52.0,-13.0,-435.0,-122.0,,125.0,-525.0,-949.0,,
-7.0,35.0,-467.0,-111.0,,-99.0,-349.0,-2163.0,,
3.0,61.0,-457.0,-175.0,,112.0,-286.0,-2405.0,,
24.0,104.0,-357.0,-197.0,,283.0,-296.0,-1762.0,,
13.0,127.0,-242.0,-184.0,,90.0,-306.0,-757.0,,
22.0,154.0,-141.0,-200.0,,-158.0,-300.0,618.0,,
12.0,220.0,-83.0,-129.0,,-50.0,-182.0,2004.0,,
-3.0,240.0,-38.0,-101.0,,166.0,46.0,1528.0,,
-16.0,219.0,82.0,-78.0,,147.0,395.0,155.0,,
-50.0,243.0,149.0,-31.0,,28.0,511.0,-1579.0,,
-71.0,323.0,103.0,-15.0,,-66.0,386.0,-2673.0,,
-104.0,307.0,23.0,76.0,,52.0,324.0,-2176.0,,
-106.0,310.0,-151.0,162.0,,-94.0,342.0,360.0,,
-122.0,364.0,-272.0,184.0,,-321.0,388.0,4338.0,,
-135.0,410.0,-364.0,207.0,,-409.0,347.0,5927.0,,
-166.0,462.0,-386.0,186.0,,-443.0,416.0,4927.0,,
-190.0,411.0,-299.0,159.0,,-222.0,529.0,2200.0,,
-149.0,364.0,-251.0,113.0,,-94.0,450.0,-1138.0,,
-117.0,375.0,-198.0,42.0,,-35.0,303.0,-3008.0,,
-93.0,383.0,-195.0,14.0,,53.0,217.0,-2682.0,,
-72.0,424.0,-141.0,9.0,,153.0,70.0,-1101.0,,
-27.0,493.0,-71.0,12.0,,38.0,-74.0,-157.0,,
19.0,512.0,-25.0,14.0,,-111.0,-61.0,812.0,,
26.0,485.0,0.0,33.0,,-14.0,-208.0,1226.0,,
32.0,367.0,-79.0,51.0,,76.0,-443.0,1042.0,,
25.0,158.0,-124.0,59.0,,166.0,-595.0,473.0,,
31.0,-12.0,-204.0,48.0,,35.0,-747.0,-190.0,,
53.0,-156.0,-288.0,63.0,,17.0,-765.0,800.0,,
58.0,-277.0,-330.0,93.0,,148.0,-813.0,1731.0,,
94.0,-357.0,-314.0,83.0,,155.0,-816.0,2017.0,,
101.0,-412.0,-227.0,55.0,,253.0,-710.0,1988.0,,
91.0,-447.0,-142.0,43.0,,194.0,-807.0,2025.0,,
79.0,-476.0,9.0,17.0,,143.0,-873.0,1838.0,,
57.0,-531.0,140.0,-38.0,,159.0,-759.0,508.0,,
